"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,5.9,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,5.9,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,5.9,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,5.9,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,13,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,13.4,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,13.4,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,14.4,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,13.7,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,14.7,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,14.7,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,14.7,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,15.7,,
"KOR","Korea","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,15.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,16.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,16.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,16.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,16.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,23.3,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,23.3,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,23.3,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,23.3,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,23.3,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,20,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,20,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,25,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,21.7,,
"LUX","Luxembourg","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,28.3,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,16,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,16,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,16,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,22.6,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,22.6,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,24.2,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,23.2,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,23.2,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,27.6,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,26.2,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,26.2,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,36.8,,
"MEX","Mexico","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,36.8,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,36,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,36,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,34,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,36.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,36.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,36.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,36.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,39.3,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,41.3,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,42,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,40.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,40.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,38.7,,
"NLD","Netherlands","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,38.7,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,30.8,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,30.8,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,29.2,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,28.3,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,28.3,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,32.2,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,32.2,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,33.1,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,33.6,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,33.6,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,33.6,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,32.2,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,32.2,,
"NZL","New Zealand","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,32.2,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,36.4,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,35.8,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,36.4,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,36.4,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,38.2,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,37.9,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,37.9,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,36.1,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,36.1,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,39.6,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,39.6,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,39.6,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,39.6,,
"NOR","Norway","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,39.6,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,13,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,20.2,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,20.2,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,20.2,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,20.2,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,20.4,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,20.4,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,20.4,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,20.2,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,20,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,20,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,23.7,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,23.7,,
"POL","Poland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,23.7,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,17.4,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,18.7,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,19.1,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,19.1,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,19.1,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,21.3,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,21.3,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,28.3,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,28.3,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,27.4,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,28.7,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,28.7,,
"PRT","Portugal","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,31.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,14,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,14,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,17.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,19.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,16.7,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,16.7,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,20,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,19.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,19.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,18,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,15.3,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,16,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,18.7,,
"SVK","Slovak Republic","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,18.7,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,28.3,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,28.3,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,28.3,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,28.3,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,36,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,36,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,36,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,36.6,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,36.3,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,36.6,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,36.6,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,36,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,36,,
"ESP","Spain","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,36,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,42.7,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,42.7,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,45,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,45.3,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,45.3,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,45.3,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,47.3,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,47,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,47,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,46.4,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,45,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,44.7,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,44.7,,
"SWE","Sweden","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,45,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,23,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,23,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,23,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,25,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,25,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,25,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,25,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,28.5,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,28.5,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,29,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,29,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,28.5,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,29,,
"CHE","Switzerland","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,31,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,4.2,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,4.2,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,4.4,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,4.4,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,4.4,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,4.4,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,9.1,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,9.1,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,9.1,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,9.1,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,14.2,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,14.2,,
"TUR","Turkey","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,14.4,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000",,,"0","Units",,,18.4,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,17.9,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,17.9,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,17.9,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,18.1,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,19.7,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,19.7,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,19.5,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,19.5,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,19.5,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,22,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,22.3,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,22.5,,
"GBR","United Kingdom","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013",,,"0","Units",,,22.5,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001",,,"0","Units",,,14,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002",,,"0","Units",,,13.8,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003",,,"0","Units",,,14.3,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004",,,"0","Units",,,14.9,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005",,,"0","Units",,,15.2,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006",,,"0","Units",,,16.3,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007",,,"0","Units",,,16.8,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008",,,"0","Units",,,17,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009",,,"0","Units",,,16.8,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010",,,"0","Units",,,16.8,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011",,,"0","Units",,,16.8,,
"USA","United States","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012",,,"0","Units",,,18,,
